epoch,acc_top5,accuracy,loss,lr,val_acc_top5,val_accuracy,val_loss
0,0.5141785144805908,0.3550254702568054,3.160102367401123,1e-05,0.6369863152503967,0.30821916460990906,2.8418354988098145
1,0.697239339351654,0.4708121120929718,2.313077211380005,1e-05,0.6849315166473389,0.42465752363204956,2.4676756858825684
2,0.7455909848213196,0.5095148682594299,2.0716512203216553,1e-05,0.7054794430732727,0.45205479860305786,2.2465367317199707
3,0.7699812650680542,0.5297775268554688,1.9286185503005981,1e-05,0.7191780805587769,0.465753436088562,2.25799298286438
4,0.7890110015869141,0.5394800305366516,1.835950493812561,1e-05,0.7465753555297852,0.5136986374855042,2.092332363128662
5,0.802733838558197,0.5554006695747375,1.7606399059295654,1e-05,0.7397260069847107,0.5410959124565125,2.0199761390686035
6,0.8154382109642029,0.5657464265823364,1.68193781375885,1e-05,0.7397260069847107,0.5136986374855042,1.9584053754806519
7,0.8233181238174438,0.5756097435951233,1.6424221992492676,1e-05,0.7534246444702148,0.5479452013969421,1.8838059902191162
8,0.8314660787582397,0.5832216739654541,1.5810922384262085,1e-05,0.7602739930152893,0.5479452013969421,1.872416615486145
9,0.8363977670669556,0.5878316760063171,1.5567718744277954,1e-05,0.767123281955719,0.5479452013969421,1.8478496074676514
10,0.8449745178222656,0.5975877642631531,1.5057649612426758,1e-05,0.7602739930152893,0.5547945499420166,1.8348829746246338
11,0.8549450635910034,0.6087912321090698,1.4664173126220703,1e-05,0.767123281955719,0.5205479264259338,1.836609959602356
12,0.8568748235702515,0.608898401260376,1.4425957202911377,1e-05,0.7808219194412231,0.5410959124565125,1.7450562715530396
13,0.8616456985473633,0.6171535849571228,1.401169776916504,1e-05,0.7808219194412231,0.5547945499420166,1.733181357383728
14,0.8628785610198975,0.6228356957435608,1.384963870048523,1e-05,0.7876712083816528,0.5479452013969421,1.6720691919326782
15,0.8721522092819214,0.6273921132087708,1.3476182222366333,1e-05,0.7945205569267273,0.5410959124565125,1.6856251955032349
16,0.8724738955497742,0.6351648569107056,1.3283733129501343,1e-05,0.7945205569267273,0.5616438388824463,1.7022327184677124
17,0.8785312175750732,0.6397212743759155,1.2954474687576294,1e-05,0.7808219194412231,0.5479452013969421,1.6583870649337769
18,0.8830340504646301,0.6478155851364136,1.2642308473587036,1e-05,0.7876712083816528,0.568493127822876,1.5721105337142944
19,0.885499894618988,0.6511927247047424,1.2425779104232788,1e-05,0.7739726305007935,0.5890411138534546,1.6843738555908203
20,0.8895202279090881,0.6509782671928406,1.2393226623535156,1e-05,0.7739726305007935,0.5753424763679504,1.6607520580291748
21,0.8930045366287231,0.6548378467559814,1.2261906862258911,1e-05,0.7808219194412231,0.568493127822876,1.6411117315292358
22,0.8970785140991211,0.6648619771003723,1.1818434000015259,1e-05,0.801369845867157,0.6027397513389587,1.593515396118164
23,0.892307698726654,0.6660948991775513,1.190627932548523,1e-05,0.7945205569267273,0.5821917653083801,1.6366039514541626
24,0.8989546895027161,0.6690431237220764,1.1628292798995972,1e-05,0.8082191944122314,0.568493127822876,1.685815453529358
25,0.901313304901123,0.6689359545707703,1.1540311574935913,1e-05,0.7876712083816528,0.5547945499420166,1.7316371202468872
26,0.9023318290710449,0.6750469207763672,1.1323555707931519,1e-05,0.7876712083816528,0.5753424763679504,1.6588618755340576
27,0.9104797840118408,0.6853926777839661,1.1008909940719604,1e-05,0.7945205569267273,0.568493127822876,1.679848313331604
28,0.911069393157959,0.68474942445755,1.0898845195770264,1e-05,0.7808219194412231,0.5753424763679504,1.6479039192199707
